ds,hour,is_weekend,temp,is_rainy,nearby_event,price,y
2024-01-02 06:00:00,6,0,9.379978510479074,0,0,100,23.66283849302377
2024-01-02 07:00:00,7,0,10.323633474957013,0,0,100,16.98133568595528
2024-01-02 08:00:00,8,0,4.917797439662942,0,0,100,26.398364798738783
2024-01-02 09:00:00,9,0,1.982818736008034,0,0,100,23.316553519596013
2024-01-02 10:00:00,10,0,7.274799332307709,0,0,100,24.500755829697162
2024-01-02 11:00:00,11,0,4.556079641569863,0,0,100,16.468914499925923
2024-01-02 12:00:00,12,0,3.4047916962532874,0,0,100,20.604036055818
2024-01-02 13:00:00,13,0,7.60740766406843,0,0,100,19.91621232613392
2024-01-02 14:00:00,14,0,9.504451225943676,0,0,100,16.092752449522276
2024-01-02 15:00:00,15,0,3.3468156768127226,0,0,100,6.212233753482616
2024-01-02 16:00:00,16,0,3.861514358595944,0,0,100,24.33566396605754
2024-01-02 17:00:00,17,0,8.535654971463277,0,0,100,17.15838861798523
2024-01-02 18:00:00,18,0,10.175429853436412,0,0,150,32.89949983494714
2024-01-02 19:00:00,19,0,8.430013947655693,0,0,150,24.399583992276018
2024-01-02 20:00:00,20,0,9.782937206144648,0,0,150,24.97825740985371
2024-01-02 21:00:00,21,0,4.531363028768233,0,0,150,31.130022057085494
2024-01-02 22:00:00,22,0,11.927688611005049,0,0,150,20.722854022963308
2024-01-02 23:00:00,23,0,7.208006614951259,0,0,100,19.680177163047855
2024-01-03 00:00:00,0,0,9.131760741228678,0,0,100,21.3712720485957
2024-01-03 01:00:00,1,0,4.352983965767525,0,0,100,18.549764613151563
2024-01-03 02:00:00,2,0,0.9667363012944001,0,0,100,21.149380955626132
2024-01-03 03:00:00,3,0,7.78642216629297,0,0,100,24.876539441611655
2024-01-03 04:00:00,4,0,6.766002119162233,0,1,100,48.76926994250262
2024-01-03 05:00:00,5,0,7.000170297170734,0,0,100,19.273526073321804
2024-01-03 06:00:00,6,0,6.356095796839979,0,0,100,28.487287608884387
2024-01-03 07:00:00,7,0,1.1968506373373398,1,0,100,0.0
2024-01-03 08:00:00,8,0,10.317720939615878,0,0,100,20.44095560322055
2024-01-03 09:00:00,9,0,0.8187822946876597,1,0,100,0.0
2024-01-03 10:00:00,10,0,4.720573464461094,0,0,100,7.900473256535147
2024-01-03 11:00:00,11,0,9.199188303225426,1,0,100,0.0
2024-01-03 12:00:00,12,0,-2.3094703906895164,1,0,100,0.0
2024-01-03 13:00:00,13,0,3.0428949642632155,1,0,100,0.0
2024-01-03 14:00:00,14,0,9.131222219371173,0,0,100,18.234892953866616
2024-01-03 15:00:00,15,0,7.5849914950988655,0,1,100,49.48382967363607
2024-01-03 16:00:00,16,0,2.8595556284339265,1,1,100,4.612385367269114
2024-01-03 17:00:00,17,0,7.750887914074263,0,0,100,28.67858875108162
2024-01-03 18:00:00,18,0,2.0162053410947625,1,0,150,0.0
2024-01-03 19:00:00,19,0,12.75415093363835,0,0,150,22.788807015800682
2024-01-03 20:00:00,20,0,3.742796484059804,1,0,150,0.0
2024-01-03 21:00:00,21,0,4.352800386394904,1,0,150,0.0
2024-01-03 22:00:00,22,0,10.202369020039473,0,0,150,15.05720487376587
2024-01-03 23:00:00,23,0,13.270723155503983,0,0,100,21.47132903317758
2024-01-04 00:00:00,0,0,5.841836473448397,0,0,100,20.656385571171235
2024-01-04 01:00:00,1,0,9.764289852085483,0,0,100,18.63143216465515
2024-01-04 02:00:00,2,0,-1.4038986860590215,1,0,100,0.0
2024-01-04 03:00:00,3,0,6.087989611219568,1,0,100,0.0
2024-01-04 04:00:00,4,0,10.113490925321438,0,0,100,21.74136879812417
2024-01-04 05:00:00,5,0,2.0849575677316396,1,0,100,0.0
2024-01-04 06:00:00,6,0,7.671966158747564,0,0,100,26.273057832800195
2024-01-04 07:00:00,7,0,7.297638770827056,0,0,100,17.140363512417217
2024-01-04 08:00:00,8,0,4.924996977754782,0,0,100,9.257049416414084
2024-01-04 09:00:00,9,0,5.771058964042627,1,0,100,0.0
2024-01-04 10:00:00,10,0,2.9410840911471494,1,0,100,0.0
2024-01-04 11:00:00,11,0,13.831671337509553,0,0,100,24.591565089644327
2024-01-04 12:00:00,12,0,9.089946452255667,0,0,100,24.739948304327534
2024-01-04 13:00:00,13,0,7.031377488428722,0,0,100,21.10176390253248
2024-01-04 14:00:00,14,0,3.4395411503808617,0,0,100,19.0003410673091
2024-01-04 15:00:00,15,0,9.512052231707315,0,0,100,21.735955931700577
2024-01-04 16:00:00,16,0,2.6282312223451303,1,0,100,0.0
2024-01-04 17:00:00,17,0,4.7012285443120465,0,0,100,21.081326777566556
2024-01-04 18:00:00,18,0,6.347782925023406,0,0,150,29.29973878284503
2024-01-04 19:00:00,19,0,9.318357984275405,1,0,150,0.0
2024-01-04 20:00:00,20,0,3.448203743383498,1,0,150,0.0
2024-01-04 21:00:00,21,0,7.368093620413663,0,1,150,38.29518317808055
2024-01-04 22:00:00,22,0,5.936191149691946,0,0,150,18.489831757901275
2024-01-04 23:00:00,23,0,8.038025049168397,0,0,100,14.490638931614745
2024-01-05 00:00:00,0,0,9.321190746291082,0,0,100,25.01230912982342
2024-01-05 01:00:00,1,0,2.1182555262659424,0,0,100,33.47785417039759
2024-01-05 02:00:00,2,0,9.983117641996262,0,0,100,21.202888697118688
2024-01-05 03:00:00,3,0,-1.131650292076162,1,0,100,0.0
2024-01-05 04:00:00,4,0,2.1723430621502366,0,0,100,22.21162896450232
2024-01-05 05:00:00,5,0,7.270237406446115,0,0,100,19.109386850198756
2024-01-05 06:00:00,6,0,6.612918599549978,0,0,100,21.701323391301976
2024-01-05 07:00:00,7,0,3.0923820147101133,0,0,100,16.27279771353126
2024-01-05 08:00:00,8,0,1.6748774941318176,1,0,100,0.0
2024-01-05 09:00:00,9,0,4.523191564048275,0,0,100,24.276129171640644
2024-01-05 10:00:00,10,0,10.486351866805819,0,0,100,21.185461069964944
2024-01-05 11:00:00,11,0,7.470320416517173,0,0,100,21.807314275647055
2024-01-05 12:00:00,12,0,8.476853201023463,0,0,100,19.58910859043249
2024-01-05 13:00:00,13,0,3.40799443868905,0,0,100,12.507440326829325
2024-01-05 14:00:00,14,0,14.538434990743927,0,0,100,13.7148915204976
2024-01-05 15:00:00,15,0,4.150335182517463,0,0,100,26.06706252513562
2024-01-05 16:00:00,16,0,11.939642500419698,0,0,100,18.70314083280114
2024-01-05 17:00:00,17,0,3.369511379472101,0,0,100,22.56189762398372
2024-01-05 18:00:00,18,0,3.036000750347148,0,0,150,28.70204933168346
2024-01-05 19:00:00,19,0,8.480533275273112,0,1,150,47.13120938137726
2024-01-05 20:00:00,20,0,8.196907843271475,0,0,150,15.19909690513645
2024-01-05 21:00:00,21,0,11.637707606072503,0,0,150,26.5460507600275
2024-01-05 22:00:00,22,0,5.162867851035095,1,0,150,0.0
2024-01-05 23:00:00,23,0,6.806093337705413,0,0,100,13.210774249560785
2024-01-06 00:00:00,0,1,1.922095467056363,1,0,120,0.0
2024-01-06 01:00:00,1,1,12.534387572968217,0,0,120,21.31338768739016
2024-01-06 02:00:00,2,1,7.437947586710922,0,0,120,22.63531810846111
2024-01-06 03:00:00,3,1,9.020159870236045,0,0,120,33.123144743893235
2024-01-06 04:00:00,4,1,3.1245998785229085,0,0,120,20.34865152425472
2024-01-06 05:00:00,5,1,2.5882063931430936,1,0,120,0.0
2024-01-06 06:00:00,6,1,8.671112773437896,0,0,120,30.626783122624154
2024-01-06 07:00:00,7,1,-2.4084374170365006,1,0,120,0.0
2024-01-06 08:00:00,8,1,7.544382567133977,0,0,120,17.136631404929304
2024-01-06 09:00:00,9,1,5.407580026363224,0,0,120,23.98942867908523
2024-01-06 10:00:00,10,1,-0.6653398745723358,1,0,120,0.0
2024-01-06 11:00:00,11,1,6.871646301188354,0,0,120,35.67962867745767
2024-01-06 12:00:00,12,1,5.0906221427619744,0,0,120,24.705147769966246
2024-01-06 13:00:00,13,1,9.605815494593896,0,0,120,26.084110746070422
2024-01-06 14:00:00,14,1,7.5435708955489655,0,0,120,28.206712998024187
2024-01-06 15:00:00,15,1,8.141639742133997,1,0,120,0.0
2024-01-06 16:00:00,16,1,6.393255065006911,0,0,120,23.478083388015587
2024-01-06 17:00:00,17,1,2.102389464987742,1,0,120,0.0
2024-01-06 18:00:00,18,1,-3.440251204954752,1,0,170,0.0
2024-01-06 19:00:00,19,1,12.999095386020649,0,0,170,15.856925172833185
2024-01-06 20:00:00,20,1,5.187798493832328,0,0,170,19.11746290406012
2024-01-06 21:00:00,21,1,12.579559968347581,0,0,170,32.59476606761111
2024-01-06 22:00:00,22,1,3.550581333874251,0,0,170,25.742704138576332
2024-01-06 23:00:00,23,1,10.975583378133933,0,0,120,24.81885553945313
2024-01-07 00:00:00,0,1,7.603615106304979,0,0,120,26.839523654800818
2024-01-07 01:00:00,1,1,2.8426347827143905,0,0,120,26.596348976949308
2024-01-07 02:00:00,2,1,3.5831170950234315,0,0,120,17.03418638099063
2024-01-07 03:00:00,3,1,8.256324026827732,0,0,120,28.571063767310324
2024-01-07 04:00:00,4,1,3.9332614751325377,1,1,120,3.797329186946121
2024-01-07 05:00:00,5,1,8.983890363602118,0,0,120,26.213987418497883
2024-01-07 06:00:00,6,1,2.4110805985074864,1,0,120,0.0
2024-01-07 07:00:00,7,1,7.782042868029136,0,0,120,21.808316052654927
2024-01-07 08:00:00,8,1,6.089032182799497,0,0,120,17.293289832955118
2024-01-07 09:00:00,9,1,4.221241231576322,0,0,120,19.56525175981602
2024-01-07 10:00:00,10,1,5.568453603892486,1,0,120,0.0
2024-01-07 11:00:00,11,1,6.940637891638923,0,0,120,24.67172856392085
2024-01-07 12:00:00,12,1,12.00346171667546,0,0,120,32.5705803668834
2024-01-07 13:00:00,13,1,1.1491768407564749,1,0,120,0.0
2024-01-07 14:00:00,14,1,4.498429455095536,1,0,120,0.0
2024-01-07 15:00:00,15,1,3.711244008606677,1,0,120,0.0
2024-01-07 16:00:00,16,1,10.120077833668478,0,1,120,47.62152741753818
2024-01-07 17:00:00,17,1,9.746375609457298,0,1,120,48.59537594843928
2024-01-07 18:00:00,18,1,12.1032022117159,0,0,170,23.473968762847512
2024-01-07 19:00:00,19,1,7.616963407705889,0,0,170,27.992408425907314
2024-01-07 20:00:00,20,1,9.260671814484722,0,0,170,36.25924697657664
2024-01-07 21:00:00,21,1,-1.8093299909988825,1,0,170,0.0
2024-01-07 22:00:00,22,1,4.857711521723511,0,0,170,22.857668727286836
2024-01-07 23:00:00,23,1,4.107666210794694,0,0,120,16.951761248905566
2024-01-08 00:00:00,0,0,3.6926824074971742,0,0,100,27.653068347535864
2024-01-08 01:00:00,1,0,8.87740172971264,1,0,100,0.0
2024-01-08 02:00:00,2,0,4.770019902382369,1,0,100,0.0
2024-01-08 03:00:00,3,0,5.6965268896123,0,0,100,25.12064128539716
2024-01-08 04:00:00,4,0,0.9832557842133482,1,1,100,4.881586284538925
2024-01-08 05:00:00,5,0,4.83635579130154,0,0,100,17.970882410550452
2024-01-08 06:00:00,6,0,4.941409318499311,0,0,100,25.236431927243967
2024-01-08 07:00:00,7,0,4.682675615093057,0,0,100,20.351116331935284
2024-01-08 08:00:00,8,0,13.749194383836574,0,0,100,20.952367655683688
2024-01-08 09:00:00,9,0,4.325220363193974,1,0,100,0.0
2024-01-08 10:00:00,10,0,0.7701589576595271,0,0,100,17.996251163724295
2024-01-08 11:00:00,11,0,8.740544122721612,0,0,100,21.063940762169484
2024-01-08 12:00:00,12,0,8.77088337098337,0,0,100,23.760548561173373
2024-01-08 13:00:00,13,0,4.850224128050699,0,0,100,19.3050853810017
2024-01-08 14:00:00,14,0,9.279085271849672,0,1,100,56.40461484326035
2024-01-08 15:00:00,15,0,4.7415298141883735,0,0,100,16.069810855777032
2024-01-08 16:00:00,16,0,8.672070168203657,0,0,100,18.584977527503746
2024-01-08 17:00:00,17,0,9.233859806869932,0,0,100,24.898044945891293
2024-01-08 18:00:00,18,0,5.947642476425411,0,0,150,31.0585848340909
2024-01-08 19:00:00,19,0,3.968725367269854,0,0,150,18.250765049444183
2024-01-08 20:00:00,20,0,9.42208421710361,0,0,150,29.19634689465056
2024-01-08 21:00:00,21,0,-0.5922928483599659,1,0,150,0.0
2024-01-08 22:00:00,22,0,4.357320404625003,1,0,150,0.0
2024-01-08 23:00:00,23,0,2.5080761639497196,0,0,100,15.019586266699264
2024-01-09 00:00:00,0,0,6.5627195307466915,0,0,100,22.84488125526713
2024-01-09 01:00:00,1,0,2.4793367483048083,0,0,100,16.045826052145266
2024-01-09 02:00:00,2,0,5.019087387908316,0,0,100,12.844870018663578
2024-01-09 03:00:00,3,0,2.1604861654334453,0,0,100,18.23898004363561
2024-01-09 04:00:00,4,0,7.9013029460729545,0,0,100,10.267633592860468
2024-01-09 05:00:00,5,0,9.628023871876524,0,0,100,15.054366821877986
2024-01-09 06:00:00,6,0,9.604787556135376,1,0,100,0.0
2024-01-09 07:00:00,7,0,6.0585600784918645,0,0,100,18.498497703025215
2024-01-09 08:00:00,8,0,2.451380308615038,1,0,100,0.0
2024-01-09 09:00:00,9,0,6.951098656918302,0,0,100,21.2233635796419
2024-01-09 10:00:00,10,0,1.2082385677846492,0,1,100,45.744016834044274
2024-01-09 11:00:00,11,0,10.59100254075219,0,0,100,18.650544669910886
2024-01-09 12:00:00,12,0,5.831940452854044,0,1,100,41.87767157343107
2024-01-09 13:00:00,13,0,6.659982310735609,0,0,100,16.49708378964888
2024-01-09 14:00:00,14,0,-0.5273211594657088,1,0,100,0.0
2024-01-09 15:00:00,15,0,9.186337755166585,0,0,100,24.746354341897792
2024-01-09 16:00:00,16,0,11.333104920086708,0,0,100,15.747892557974161
2024-01-09 17:00:00,17,0,5.896865275348475,1,0,100,0.0
2024-01-09 18:00:00,18,0,4.0652445481028385,0,0,150,28.705262571938697
2024-01-09 19:00:00,19,0,-0.8287728527774503,1,0,150,0.0
2024-01-09 20:00:00,20,0,6.721516927453659,0,0,150,29.51768782033204
2024-01-09 21:00:00,21,0,5.379220934159859,1,0,150,0.0
2024-01-09 22:00:00,22,0,5.238456707877533,0,0,150,22.262940758747195
2024-01-09 23:00:00,23,0,-3.7081786438917845,1,0,100,0.0
2024-01-10 00:00:00,0,0,-1.9097045206448175,1,0,100,0.0
2024-01-10 01:00:00,1,0,7.846431946285428,0,0,100,25.66969680661115
2024-01-10 02:00:00,2,0,6.223576823886225,0,0,100,16.630165904280737
2024-01-10 03:00:00,3,0,3.754181959409947,0,0,100,19.782849789485837
2024-01-10 04:00:00,4,0,2.8159403383057366,0,0,100,29.821035050790634
2024-01-10 05:00:00,5,0,5.199361905079795,0,0,100,18.749006890472366
2024-01-10 06:00:00,6,0,8.120231216880102,0,0,100,25.01045914633785
2024-01-10 07:00:00,7,0,4.577865817929029,0,0,100,22.30369367684379
2024-01-10 08:00:00,8,0,1.7462768406455318,0,0,100,12.504962540467877
2024-01-10 09:00:00,9,0,8.842270997854953,0,0,100,21.15389502065106
2024-01-10 10:00:00,10,0,5.094649121248131,0,0,100,21.461436853248795
2024-01-10 11:00:00,11,0,-0.03035867340906151,1,0,100,0.0
2024-01-10 12:00:00,12,0,10.510319043600843,0,0,100,24.203747878096166
2024-01-10 13:00:00,13,0,8.782220183029892,1,0,100,0.0
2024-01-10 14:00:00,14,0,7.500574931808421,0,0,100,22.643051284703542
2024-01-10 15:00:00,15,0,5.631897795798455,1,0,100,0.0
2024-01-10 16:00:00,16,0,9.37475448837788,0,0,100,19.030619518607367
2024-01-10 17:00:00,17,0,6.854876890101706,0,0,100,25.706264311262952
2024-01-10 18:00:00,18,0,8.531152102351324,0,0,150,19.850897260365272
2024-01-10 19:00:00,19,0,2.0917835967131495,1,0,150,0.0
2024-01-10 20:00:00,20,0,-1.887087702973679,1,0,150,0.0
2024-01-10 21:00:00,21,0,5.632490410114187,1,0,150,0.0
2024-01-10 22:00:00,22,0,8.0167797967101,0,0,150,31.945852123925064
2024-01-10 23:00:00,23,0,8.390882614621894,0,0,100,6.600564015328793
2024-01-11 00:00:00,0,0,0.4564860552337775,1,0,100,0.0
2024-01-11 01:00:00,1,0,6.4686444637427245,0,0,100,13.179281030073
2024-01-11 02:00:00,2,0,7.88066816148544,0,0,100,21.7418724899357
2024-01-11 03:00:00,3,0,11.676030760491038,0,0,100,24.312483998075233
2024-01-11 04:00:00,4,0,-1.3608371757462345,1,0,100,0.0
2024-01-11 05:00:00,5,0,7.43125752183875,0,0,100,17.344175978600664
2024-01-11 06:00:00,6,0,6.064049525586904,0,0,100,14.888666049276235
2024-01-11 07:00:00,7,0,5.561809494366561,0,0,100,17.512475114907428
2024-01-11 08:00:00,8,0,9.765432816833929,0,0,100,24.137211123940432
2024-01-11 09:00:00,9,0,7.7616750218989665,0,0,100,29.178773739414147
2024-01-11 10:00:00,10,0,8.37363584994163,0,0,100,33.11993208795465
2024-01-11 11:00:00,11,0,11.74331047189972,0,0,100,15.087039911841138
2024-01-11 12:00:00,12,0,0.511320645827837,1,0,100,0.0
2024-01-11 13:00:00,13,0,6.5421335342571245,0,0,100,16.917404298841202
2024-01-11 14:00:00,14,0,0.9162759914743539,1,0,100,0.0
2024-01-11 15:00:00,15,0,1.737702772985708,0,0,100,23.278692037290337
2024-01-11 16:00:00,16,0,2.3962600849067046,0,0,100,14.951772019125585
2024-01-11 17:00:00,17,0,9.162564011724921,0,0,100,8.61558353104694
2024-01-11 18:00:00,18,0,7.196415869548822,0,0,150,26.557806629806358
2024-01-11 19:00:00,19,0,10.878153509827683,0,0,150,31.173058287672482
2024-01-11 20:00:00,20,0,10.219669006293152,0,0,150,15.718105799861107
2024-01-11 21:00:00,21,0,-1.1281093414605765,1,0,150,0.0
2024-01-11 22:00:00,22,0,2.035513900766789,0,0,150,20.64850625933113
2024-01-11 23:00:00,23,0,7.47171187611427,0,0,100,28.53523865846971
2024-01-12 00:00:00,0,0,7.999545515643562,0,0,100,19.108416005680546
2024-01-12 01:00:00,1,0,8.257195783098933,0,0,100,14.967681548678282
2024-01-12 02:00:00,2,0,3.1965445854630907,0,0,100,21.031348292853895
2024-01-12 03:00:00,3,0,8.343013522733944,1,0,100,0.0
2024-01-12 04:00:00,4,0,8.128694081360457,0,0,100,27.21957312495355
2024-01-12 05:00:00,5,0,11.944536422369236,0,0,100,19.646704045619153
2024-01-12 06:00:00,6,0,3.0758298643063533,0,0,100,24.42429840436616
2024-01-12 07:00:00,7,0,7.5970086527152,0,0,100,24.27765653611098
2024-01-12 08:00:00,8,0,5.963908428248352,0,0,100,16.158589159031443
2024-01-12 09:00:00,9,0,4.631129121651281,0,1,100,41.49591274893444
2024-01-12 10:00:00,10,0,11.767435019101871,0,0,100,11.550477951768721
2024-01-12 11:00:00,11,0,4.6727099834265875,0,0,100,17.161973832246158
2024-01-12 12:00:00,12,0,5.4135077554524305,0,0,100,30.4586526127301
2024-01-12 13:00:00,13,0,4.643207049981418,0,0,100,24.58145648797748
2024-01-12 14:00:00,14,0,6.209463745982359,0,0,100,20.256601250166906
2024-01-12 15:00:00,15,0,5.915445386000618,0,0,100,22.27827838594555
2024-01-12 16:00:00,16,0,5.787022064739121,0,0,100,22.63554648037428
2024-01-12 17:00:00,17,0,11.121507794185034,0,0,100,20.166414818178396
2024-01-12 18:00:00,18,0,4.359917922598726,0,0,150,26.83307080251336
2024-01-12 19:00:00,19,0,8.035448560735636,0,0,150,26.13425426900198
2024-01-12 20:00:00,20,0,2.223724521265712,1,0,150,0.0
2024-01-12 21:00:00,21,0,5.572678904745356,1,0,150,0.0
2024-01-12 22:00:00,22,0,-1.9384253166607825,1,0,150,0.0
2024-01-12 23:00:00,23,0,4.984284446050582,0,0,100,17.87602459723086
2024-01-13 00:00:00,0,1,9.018673223630035,0,0,120,34.01268899056901
2024-01-13 01:00:00,1,1,3.1680814916285147,0,0,120,23.16329315700991
2024-01-13 02:00:00,2,1,6.87433226513671,0,0,120,18.522464601687567
2024-01-13 03:00:00,3,1,9.026411178903926,0,0,120,17.09094053948266
2024-01-13 04:00:00,4,1,9.535223322412374,0,0,120,20.27102608854409
2024-01-13 05:00:00,5,1,11.112322335802139,0,0,120,24.232435505717746
2024-01-13 06:00:00,6,1,7.295570329807948,1,0,120,0.0
2024-01-13 07:00:00,7,1,9.360412289780706,0,0,120,26.507131537221586
2024-01-13 08:00:00,8,1,8.643505371998366,0,0,120,28.347217944859715
2024-01-13 09:00:00,9,1,9.801805265937206,0,1,120,55.710081410890815
2024-01-13 10:00:00,10,1,3.5641844689372943,0,0,120,20.117063071535863
2024-01-13 11:00:00,11,1,3.5969944850308977,1,0,120,0.0
2024-01-13 12:00:00,12,1,2.893765568752997,0,0,120,32.174802384638745
2024-01-13 13:00:00,13,1,6.583923187218198,0,0,120,34.6682717063032
2024-01-13 14:00:00,14,1,-0.6957252111839161,0,0,120,21.340468356936313
2024-01-13 15:00:00,15,1,7.179880290647455,0,0,120,37.67368028943683
2024-01-13 16:00:00,16,1,6.133749855625666,0,0,120,20.98426216711442
2024-01-13 17:00:00,17,1,6.277875391157326,0,0,120,24.361056355435167
2024-01-13 18:00:00,18,1,10.563531355002562,0,0,170,34.10511392019586
2024-01-13 19:00:00,19,1,4.008304976598552,1,0,170,0.0
2024-01-13 20:00:00,20,1,-1.8254451424384497,1,0,170,0.0
2024-01-13 21:00:00,21,1,13.80130807369995,0,0,170,29.354992127193672
2024-01-13 22:00:00,22,1,10.732726524600167,0,0,170,29.575172917821924
2024-01-13 23:00:00,23,1,9.609985424625204,0,0,120,37.3035602868709
2024-01-14 00:00:00,0,1,3.8381407338639733,0,1,120,53.103691689634914
2024-01-14 01:00:00,1,1,7.324739761807962,0,0,120,23.39724892011147
2024-01-14 02:00:00,2,1,3.7768184693438487,0,0,120,22.50545260940977
2024-01-14 03:00:00,3,1,8.201969598211,0,1,120,58.6675902734426
2024-01-14 04:00:00,4,1,9.635817855668915,0,0,120,27.176537519782308
2024-01-14 05:00:00,5,1,2.664004138474743,1,0,120,0.0
2024-01-14 06:00:00,6,1,1.6357192279672024,1,0,120,0.0
2024-01-14 07:00:00,7,1,8.750893674194156,0,0,120,26.836267699836096
2024-01-14 08:00:00,8,1,14.5253063847731,0,0,120,28.102455457705794
2024-01-14 09:00:00,9,1,3.662875489758781,0,0,120,22.032738865181255
2024-01-14 10:00:00,10,1,3.841248802273892,0,0,120,17.627236670196904
2024-01-14 11:00:00,11,1,8.042613191957756,0,0,120,31.482716001919577
2024-01-14 12:00:00,12,1,6.753276119091727,0,0,120,20.039735027324205
2024-01-14 13:00:00,13,1,6.749887190126786,0,0,120,19.607116377843134
2024-01-14 14:00:00,14,1,9.402870305370323,0,0,120,26.44543575755423
2024-01-14 15:00:00,15,1,7.954804494108103,0,0,120,27.65542372837271
2024-01-14 16:00:00,16,1,9.94345290816858,0,0,120,13.09972743839193
2024-01-14 17:00:00,17,1,4.6298260717621,0,0,120,24.318699614537525
2024-01-14 18:00:00,18,1,4.904962418803071,0,0,170,18.805463830194736
2024-01-14 19:00:00,19,1,3.2547288838709756,0,0,170,35.60288120446739
2024-01-14 20:00:00,20,1,9.033462963854767,0,0,170,31.80944189363118
2024-01-14 21:00:00,21,1,5.693700166811872,0,0,170,26.440456185631017
2024-01-14 22:00:00,22,1,1.3653378819901363,1,0,170,0.0
2024-01-14 23:00:00,23,1,6.348935977534324,0,0,120,25.487948008153186
2024-01-15 00:00:00,0,0,1.372133257989554,1,0,100,0.0
2024-01-15 01:00:00,1,0,6.036998734932535,0,0,100,26.085038046828213
2024-01-15 02:00:00,2,0,2.044162269772083,1,0,100,0.0
2024-01-15 03:00:00,3,0,5.449872886499,0,0,100,22.190622171190036
2024-01-15 04:00:00,4,0,4.87924033852198,0,0,100,19.826073901322246
2024-01-15 05:00:00,5,0,7.538085457311643,0,0,100,15.492090177357884
2024-01-15 06:00:00,6,0,11.074055114432266,0,0,100,18.349951718101572
2024-01-15 07:00:00,7,0,7.985928170919952,0,0,100,14.224536458272521
2024-01-15 08:00:00,8,0,14.78752199676524,0,0,100,18.031200096120283
2024-01-15 09:00:00,9,0,5.791084368787713,0,0,100,20.61925655573645
2024-01-15 10:00:00,10,0,9.091892151776442,0,0,100,13.59792770874602
2024-01-15 11:00:00,11,0,9.118374197951734,0,1,100,43.7803049199349
2024-01-15 12:00:00,12,0,3.6802615309018516,0,0,100,14.327448327935404
2024-01-15 13:00:00,13,0,8.093586147776145,0,0,100,22.718098702353938
2024-01-15 14:00:00,14,0,2.151124258171035,0,0,100,20.327694266030306
2024-01-15 15:00:00,15,0,9.7509719570868,0,0,100,19.842968336075977
2024-01-15 16:00:00,16,0,7.526017816977194,0,0,100,11.9600626231632
2024-01-15 17:00:00,17,0,4.646102574678489,0,0,100,22.81606227168035
2024-01-15 18:00:00,18,0,7.779967407384468,0,0,150,23.690255722087628
2024-01-15 19:00:00,19,0,4.201023789040459,0,0,150,25.665093006472024
2024-01-15 20:00:00,20,0,4.483017866849227,0,0,150,18.41663080840973
2024-01-15 21:00:00,21,0,6.736892867754664,0,0,150,24.150814066006447
2024-01-15 22:00:00,22,0,8.306380650038744,0,0,150,20.333849203284878
2024-01-15 23:00:00,23,0,11.787883418093816,0,0,100,21.886539423399803
2024-01-16 00:00:00,0,0,6.520086136351718,0,0,100,16.684293803448746
2024-01-16 01:00:00,1,0,-0.7726611490175204,1,0,100,0.0
